4832,0,0.005241870880126953
846,3360,1.71661376953125e-05
563,2514,1.621246337890625e-05
865,1951,1.5020370483398438e-05
368,1086,1.2159347534179688e-05
368,718,1.1920928955078125e-05
368,350,0.02838897705078125
368,4078,1.3113021850585938e-05
368,3710,2.6226043701171875e-05
1542,3342,1.621246337890625e-05
368,1800,1.3113021850585938e-05
574,1432,2.1219253540039062e-05
368,858,1.3828277587890625e-05
368,490,1.3113021850585938e-05
368,122,0.01654672622680664
368,3850,1.621246337890625e-05
368,3482,1.0967254638671875e-05
368,3114,1.5020370483398438e-05
368,2746,1.1920928955078125e-05
368,2378,2.002716064453125e-05
368,2010,1.5020370483398438e-05
368,1642,1.4066696166992188e-05
368,1274,1.1920928955078125e-05
368,906,1.2636184692382812e-05
368,538,1.2159347534179688e-05
529,170,0.03928494453430176
368,3737,1.4066696166992188e-05
368,3369,1.1205673217773438e-05
2169,3001,1.52587890625e-05
368,832,1.0967254638671875e-05
876,464,0.011369943618774414
368,3684,2.4080276489257812e-05
368,3316,1.5020370483398438e-05
368,2948,1.621246337890625e-05
368,2580,1.2636184692382812e-05
430,2212,1.3113021850585938e-05
368,1782,1.3113021850585938e-05
2144,1414,0.010338068008422852
368,3366,1.3113021850585938e-05
368,2998,1.5974044799804688e-05
368,2630,1.5974044799804688e-05
368,2262,1.3113021850585938e-05
554,1894,1.5020370483398438e-05
368,1340,1.5020370483398438e-05
582,972,1.5974044799804688e-05
368,390,1.0967254638671875e-05
2184,22,1.71661376953125e-05
368,1934,1.0967254638671875e-05
793,1566,2.002716064453125e-05
368,773,1.1205673217773438e-05
368,405,1.1920928955078125e-05
368,37,0.044682979583740234
368,3765,1.3113021850585938e-05
368,3397,1.2159347534179688e-05
1384,3029,2.193450927734375e-05
368,1645,1.4781951904296875e-05
368,1277,1.3828277587890625e-05
368,909,1.2159347534179688e-05
368,541,1.3113021850585938e-05
551,173,0.027412891387939453
368,3718,1.3113021850585938e-05
837,3350,1.5020370483398438e-05
368,2513,1.2874603271484375e-05
2220,2145,0.016376018524169922
368,4021,1.2159347534179688e-05
746,3653,2.3126602172851562e-05
388,2907,1.3113021850585938e-05
368,2519,1.2874603271484375e-05
522,2151,1.5974044799804688e-05
368,1629,1.1920928955078125e-05
2068,1261,2.002716064453125e-05
368,3289,1.0967254638671875e-05
774,2921,1.9788742065429688e-05
368,2147,1.2159347534179688e-05
368,1779,1.0967254638671875e-05
368,1411,1.2159347534179688e-05
368,1043,1.9788742065429688e-05
368,675,1.4066696166992188e-05
368,307,0.03948497772216797
368,4035,1.6927719116210938e-05
368,3667,1.2874603271484375e-05
1020,3299,1.8835067749023438e-05
368,2279,1.3113021850585938e-05
529,1911,1.9788742065429688e-05
368,1382,1.6927719116210938e-05
368,1014,1.2159347534179688e-05
368,646,1.2874603271484375e-05
787,278,0.010901927947998047
368,3587,1.4066696166992188e-05
368,3219,2.47955322265625e-05
368,2851,1.3113021850585938e-05
368,2483,1.3113021850585938e-05
368,2115,1.0967254638671875e-05
451,1747,1.5735626220703125e-05
368,1296,1.2159347534179688e-05
2174,928,0.005806922912597656
368,2850,1.2636184692382812e-05
461,2482,1.621246337890625e-05
368,2021,1.0967254638671875e-05
368,1653,1.71661376953125e-05
368,1285,2.09808349609375e-05
368,917,1.3113021850585938e-05
368,549,1.3113021850585938e-05
368,181,0.05027294158935547
368,3909,1.3113021850585938e-05
388,3541,1.71661376953125e-05
368,3153,1.0967254638671875e-05
2199,2785,2.002716064453125e-05
368,586,1.1920928955078125e-05
793,218,1.4781951904296875e-05
368,3521,1.1920928955078125e-05
368,3153,1.0251998901367188e-05
368,2785,1.3113021850585938e-05
368,2417,1.71661376953125e-05
368,2049,1.1920928955078125e-05
368,1681,1.3113021850585938e-05
368,1313,1.3113021850585938e-05
368,945,1.3113021850585938e-05
368,577,1.1920928955078125e-05
1544,209,0.02208423614501953
368,2761,1.2874603271484375e-05
368,2393,1.1920928955078125e-05
1952,2025,2.002716064453125e-05
368,73,0.039396047592163086
368,3801,1.3113021850585938e-05
368,3433,1.1920928955078125e-05
368,3065,1.2874603271484375e-05
368,2697,1.1920928955078125e-05
965,2329,1.9073486328125e-05
368,1364,1.3113021850585938e-05
368,996,2.193450927734375e-05
368,628,1.2636184692382812e-05
368,260,0.038960933685302734
368,3988,1.6927719116210938e-05
368,3620,1.4066696166992188e-05
927,3252,1.5735626220703125e-05
725,2325,1.9788742065429688e-05
368,1600,2.6226043701171875e-05
368,1232,1.3113021850585938e-05
368,864,1.2874603271484375e-05
368,496,1.1920928955078125e-05
368,128,0.022601842880249023
368,3856,1.2874603271484375e-05
368,3488,1.0967254638671875e-05
1157,3120,1.5974044799804688e-05
368,1963,1.0967254638671875e-05
1553,1595,1.5020370483398438e-05
368,42,0.01682901382446289
658,3770,1.7881393432617188e-05
1582,3112,2.288818359375e-05
368,1530,1.6927719116210938e-05
1656,1162,1.6927719116210938e-05
469,3602,1.5735626220703125e-05
835,3133,1.3828277587890625e-05
707,2298,1.6927719116210938e-05
1087,1591,1.5974044799804688e-05
368,504,1.3113021850585938e-05
789,136,1.621246337890625e-05
368,3443,1.1682510375976562e-05
368,3075,1.1920928955078125e-05
368,2707,1.0013580322265625e-05
368,2339,9.059906005859375e-06
368,1971,1.52587890625e-05
368,1603,1.0967254638671875e-05
368,1235,1.0013580322265625e-05
368,867,9.775161743164062e-06
368,499,1.0251998901367188e-05
368,131,0.04942893981933594
368,3859,1.4066696166992188e-05
368,3491,1.0967254638671875e-05
368,3123,1.1920928955078125e-05
368,2755,1.4066696166992188e-05
368,2387,1.3113021850585938e-05
368,2019,1.1205673217773438e-05
368,1651,1.0013580322265625e-05
368,1283,1.0013580322265625e-05
368,915,1.3113021850585938e-05
368,547,1.1920928955078125e-05
368,179,0.05565690994262695
368,3907,1.2874603271484375e-05
368,3539,1.2159347534179688e-05
368,3171,1.1205673217773438e-05
368,2803,1.0013580322265625e-05
368,2435,1.0013580322265625e-05
368,2067,1.3828277587890625e-05
368,1699,1.2159347534179688e-05
368,1331,1.1920928955078125e-05
368,963,1.1920928955078125e-05
